OBJECTID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT_NAME,FIRE_YEAR,Month,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,FIPS_NAME
25520.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,April,Human,Recreation and ceremony,,1800.0,132.0,D,37.16694444,-82.58305556,USFS,VA,Wise County
25671.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,May,Human,Missing data/not specified/undetermined,,1630.0,1050.0,F,37.53416667,-80.50944444,USFS,VA,Craig County
25714.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,June,Human,Recreation and ceremony,,1700.0,5.6,B,38.67305556,-78.59361111,USFS,VA,Page County
25727.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,July,Human,Arson/incendiarism,,2330.0,6.5,B,38.46305556,-78.68388889,USFS,VA,Rockingham County
25965.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,August,Human,Arson/incendiarism,,1800.0,6.0,B,37.14916667,-82.62527778,USFS,VA,Wise County
26032.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,September,Human,Missing data/not specified/undetermined,,1730.0,6.3,B,37.25,-80.47138889,USFS,VA,Montgomery County
26033.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,October,Human,Recreation and ceremony,,1400.0,0.02,A,39.06333333,-78.51222222,USFS,VA,Shenandoah County
26034.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Natural,Natural,,1800.0,1.0,B,37.43222222,-80.11777778,USFS,VA,Craig County
26130.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Power generation/transmission/distribution,,1630.0,4.7,B,37.33333333,-80.32055556,USFS,VA,Montgomery County
26138.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Recreation and ceremony,,30.0,0.02,A,37.73055556,-79.31055556,USFS,VA,Rockbridge County
26187.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Arson/incendiarism,,,1.0,B,36.89388889,-82.62833333,USFS,VA,Wise County
26232.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Natural,Natural,,1700.0,7.0,B,38.81666667,-78.41666667,USFS,VA,Shenandoah County
26416.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Recreation and ceremony,,1800.0,1.0,B,38.87194444,-78.4475,USFS,VA,Shenandoah County
26622.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Missing data/not specified/undetermined,,1600.0,124.0,D,38.87666667,-78.35638889,USFS,VA,Shenandoah County
26668.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Missing data/not specified/undetermined,,1800.0,681.0,E,37.66666667,-79.66694444,USFS,VA,Botetourt County
26727.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Missing data/not specified/undetermined,,1730.0,1.0,B,37.85916667,-79.63111111,USFS,VA,Alleghany County
26740.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Power generation/transmission/distribution,,2100.0,4.5,B,38.26916667,-79.2125,USFS,VA,Augusta County
26741.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Power generation/transmission/distribution,,1745.0,0.3,B,38.36527778,-79.16,USFS,VA,Augusta County
26901.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Railroad operations and maintenance,,1800.0,95.0,C,36.76833333,-82.82444444,USFS,VA,Lee County
26989.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Arson/incendiarism,,2359.0,0.5,B,36.91694444,-82.44222222,USFS,VA,Wise County
26990.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Missing data/not specified/undetermined,,2359.0,14.0,C,37.26027778,-82.33555556,MISSING/NOT SPECIFIED,VA,Dickenson County
27263.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Recreation and ceremony,,1645.0,0.1,A,37.93166667,-79.97194444,USFS,VA,Alleghany County
27330.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Power generation/transmission/distribution,,1800.0,2.0,B,37.02555556,-80.82361111,USFS,VA,Pulaski County
27456.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Recreation and ceremony,,1930.0,2.5,B,37.43277778,-79.78611111,USFS,VA,Botetourt County
27457.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,November,Human,Arson/incendiarism,,1500.0,1.0,B,37.97861111,-79.04055556,USFS,VA,Augusta County
27460.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,December,Human,Missing data/not specified/undetermined,,1930.0,4505.0,F,37.93305556,-78.1675,USFS,VA,Augusta County
31162.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,December,Natural,Natural,,1200.0,408.0,E,37.81222222,-79.9325,USFS,VA,Alleghany County
32748.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,December,Human,Arson/incendiarism,,1200.0,197.0,D,37.86222222,-79.81666667,USFS,VA,Alleghany County
33129.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,December,Human,Arson/incendiarism,,1800.0,30.0,C,36.80166667,-82.90611111,STATE OR PRIVATE,VA,Lee County
33540.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,December,Human,Missing data/not specified/undetermined,,2250.0,1.0,B,36.77666667,-81.03555556,USFS,VA,Carroll County
33551.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,June,Natural,Natural,,1800.0,2.0,B,36.77694444,-82.84166667,USFS,VA,Lee County
33555.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,February,Human,Recreation and ceremony,,2359.0,0.5,B,36.79222222,-82.78972222,USFS,VA,Wise County
33617.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,February,Human,Missing data/not specified/undetermined,,1545.0,2.0,B,37.97777778,-78.94694444,USFS,VA,Augusta County
33619.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,February,Human,Equipment and vehicle use,,2200.0,2.0,B,37.75527778,-79.19444444,USFS,VA,Amherst County
33622.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,February,Human,Recreation and ceremony,,2100.0,0.5,B,37.98055556,-79.07111111,USFS,VA,Augusta County
33632.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,February,Human,Arson/incendiarism,,1700.0,5.4,B,37.59333333,-79.52138889,USFS,VA,Rockbridge County
33633.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,February,Human,Arson/incendiarism,,1010.0,0.1,A,37.59361111,-79.52361111,USFS,VA,Rockbridge County
33681.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,February,Human,Power generation/transmission/distribution,,1800.0,2738.0,F,37.4325,-80.11777778,USFS,VA,Craig County
33682.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,February,Natural,Natural,,1600.0,300.0,E,38.94805556,-78.30166667,USFS,VA,Shenandoah County
33685.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,February,Human,Equipment and vehicle use,,1200.0,1550.0,F,37.41083333,-79.76805556,USFS,VA,Bedford County
34114.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,February,Human,Debris and open burning,,1900.0,8.2,B,37.72638889,-79.85666667,MISSING/NOT SPECIFIED,VA,Botetourt County
34291.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,February,Human,Arson/incendiarism,,230.0,0.5,B,37.86638889,-79.87166667,USFS,VA,Alleghany County
34622.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,February,Human,Debris and open burning,,1800.0,294.0,D,37.88388889,-80.10055556,USFS,VA,Alleghany County
34752.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,February,Human,Arson/incendiarism,,1630.0,1.2,B,38.59166667,-78.94,USFS,VA,Rockingham County
34759.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,July,Natural,Natural,,2100.0,0.3,B,38.36861111,-79.14694444,USFS,VA,Augusta County
34762.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,July,Human,Arson/incendiarism,,1900.0,7.3,B,38.45416667,-79.16916667,USFS,VA,Rockingham County
34763.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,July,Natural,Natural,,1900.0,4.0,B,37.47666667,-80.02611111,USFS,VA,Botetourt County
34765.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,July,Human,Missing data/not specified/undetermined,,1900.0,16.0,C,37.38833333,-80.27472222,USFS,VA,Craig County
34766.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,July,Human,Recreation and ceremony,,900.0,1.0,B,38.8725,-78.44888889,USFS,VA,Shenandoah County
34768.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,July,Natural,Natural,,1200.0,0.1,A,38.92527778,-78.38916667,USFS,VA,Shenandoah County
34771.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,July,Human,Missing data/not specified/undetermined,,1630.0,0.1,A,38.12027778,-79.34416667,USFS,VA,Augusta County
34772.0,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018.0,July,Human,Missing data/not specified/undetermined,,1600.0,117.0,D,37.98,-79.74333333,USFS,VA,Bath County
