OBJECTID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT_NAME,FIRE_YEAR,Month,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,FIPS_NAME
3525,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Arson/incendiarism,,1200,0.75,B,37.14944444,-82.62444444,USFS,VA,Wise County
3528,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,June,Natural,Natural,,1630,33,C,37.50333333,-79.6575,USFS,VA,Botetourt County
5090,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Power generation/transmission/distribution,,2345,0.3,B,38.29055556,-79.34388889,MISSING/NOT SPECIFIED,VA,Augusta County
5384,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Missing data/not specified/undetermined,,1700,2,B,37.90111111,-79.59944444,STATE OR PRIVATE,VA,Rockbridge County
5387,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Arson/incendiarism,,1700,2,B,36.89222222,-82.54305556,USFS,VA,Wise County
5638,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Recreation and ceremony,,2230,3,B,37.08333333,-81.21666667,STATE OR PRIVATE,VA,Bland County
5642,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,January,Human,Smoking,,2230,2,B,37.05,-81.06666667,USFS,VA,Bland County
5680,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,January,Human,Debris and open burning,,1300,5,B,37.45,-80.51666667,STATE OR PRIVATE,VA,Giles County
5688,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,March,Human,Arson/incendiarism,,1500,2,B,37.26666667,-80.46666667,USFS,VA,Montgomery County
5982,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,April,Human,Debris and open burning,,1530,1,B,37.46666667,-80.23333333,USFS,VA,Craig County
5984,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Missing data/not specified/undetermined,,1500,2.5,B,37.95666667,-78.95388889,USFS,VA,Augusta County
6910,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,January,Human,Arson/incendiarism,,1330,0.1,A,38.52861111,-78.65861111,USFS,VA,Page County
6912,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Human,Arson/incendiarism,,1330,0.1,A,38.52944444,-78.65833333,USFS,VA,Page County
7306,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,August,Natural,Natural,,1400,0.3,B,38.47666667,-79.22027778,USFS,VA,Rockingham County
8001,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,August,Natural,Natural,,1830,2.3,B,37.63083333,-80.14944444,MISSING/NOT SPECIFIED,VA,Alleghany County
8784,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,August,Natural,Natural,,1700,12,C,37.39861111,-80.26833333,USFS,VA,Craig County
8893,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Arson/incendiarism,,1200,2,B,36.93666667,-82.45527778,MISSING/NOT SPECIFIED,VA,Dickenson County
8894,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Arson/incendiarism,,1630,5,B,36.8275,-82.54638889,USFS,VA,Scott County
8895,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Debris and open burning,,1200,2,B,37.19166667,-82.53416667,MISSING/NOT SPECIFIED,VA,Dickenson County
13268,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Arson/incendiarism,,1400,1,B,38.57083333,-79.14277778,USFS,VA,Rockingham County
13271,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Arson/incendiarism,,1915,0.3,B,38.71833333,-78.83916667,USFS,VA,Rockingham County
15289,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Missing data/not specified/undetermined,,2000,2,B,37.95194444,-78.95416667,USFS,VA,Augusta County
15290,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Missing data/not specified/undetermined,,1000,35,C,37.43138889,-79.815,USFS,VA,Botetourt County
16381,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,January,Human,Debris and open burning,,1500,1140,F,37.43194444,-79.815,STATE OR PRIVATE,VA,Bedford County
16487,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Natural,Natural,,1500,20,C,37.4325,-80.1925,USFS,VA,Craig County
16675,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Missing data/not specified/undetermined,,1600,0.12,A,37.73027778,-79.31388889,USFS,VA,Rockbridge County
16922,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,January,Human,Missing data/not specified/undetermined,,900,3.3,B,37.29527778,-80.46361111,USFS,VA,Montgomery County
16923,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,March,Human,Missing data/not specified/undetermined,,1800,25,C,37.29527778,-80.46333333,USFS,VA,Montgomery County
16925,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,March,Human,Debris and open burning,,1700,0.5,B,37.14361111,-81.12944444,USFS,VA,Bland County
17543,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,April,Human,Misuse of fire by a minor,Minor,1200,0.1,A,38.70722222,-78.56111111,USFS,VA,Page County
17560,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,May,Human,Power generation/transmission/distribution,,1800,850,E,37.05305556,-80.11111111,STATE OR PRIVATE,VA,Pulaski County
17710,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,June,Human,Missing data/not specified/undetermined,,2100,1.3,B,37.03333333,-81.23,USFS,VA,Bland County
17712,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Human,Arson/incendiarism,,1800,2871,F,37.61472222,-79.36555556,USFS,VA,Amherst County
17722,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,August,Human,Arson/incendiarism,,1900,1,B,37.56666667,-79.33055556,USFS,VA,Amherst County
17724,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,September,Human,Arson/incendiarism,,800,867,E,37.25944444,-82.34138889,USFS,VA,Dickenson County
17755,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,October,Human,Arson/incendiarism,,1800,1935,F,38.67666667,-78.5525,USFS,VA,Page County
17772,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Missing data/not specified/undetermined,,1330,0.1,A,38.22472222,-79.40861111,USFS,VA,Augusta County
17921,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Railroad operations and maintenance,,1800,32,C,36.72138889,-82.77472222,MISSING/NOT SPECIFIED,VA,Scott County
17923,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,January,Human,Power generation/transmission/distribution,,2100,11,C,37.75416667,-80.05972222,STATE OR PRIVATE,VA,Alleghany County
17948,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Human,Arson/incendiarism,,1400,10,C,38.57361111,-79.13861111,USFS,VA,Rockingham County
17982,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,March,Human,Power generation/transmission/distribution,,1800,93,C,36.91888889,-82.66055556,USFS,VA,Wise County
17997,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,April,Human,Missing data/not specified/undetermined,,2000,2.5,B,37.63361111,-79.36305556,USFS,VA,Amherst County
17999,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,May,Human,Power generation/transmission/distribution,,1730,1,B,37.80166667,-79.2875,USFS,VA,Rockbridge County
18125,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,June,Human,Missing data/not specified/undetermined,,2355,2.7,B,37.84111111,-79.97083333,USFS,VA,Alleghany County
18144,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Natural,Natural,,2100,0.01,A,37.86055556,-79.62194444,USFS,VA,Alleghany County
18286,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,August,Human,Arson/incendiarism,,1800,115,D,38.2,-79.28333333,USFS,VA,Rockingham County
18290,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,September,Human,Equipment and vehicle use,,1130,0.1,A,38.41305556,-79.30416667,USFS,VA,Rockingham County
18349,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,October,Human,Arson/incendiarism,,600,304,E,36.86666667,-82.43416667,USFS,VA,Scott County
18399,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Recreation and ceremony,,2300,0.83,B,37.87888889,-78.99166667,USFS,VA,Nelson County
18400,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Natural,Natural,,1500,13.6,C,38.55416667,-79.18277778,USFS,VA,Rockingham County
18438,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,January,Human,Missing data/not specified/undetermined,,900,1070,F,37.77,-79.96055556,USFS,VA,Amherst County
18603,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Natural,Natural,,1800,185,D,38.52138889,-79.09916667,USFS,VA,Rockingham County
18827,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,March,Human,Debris and open burning,,1800,0.1,A,36.875,-82.44166667,USFS,VA,Wise County
18832,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,April,Human,Recreation and ceremony,,2200,0.1,A,36.87055556,-82.46166667,USFS,VA,Scott County
18910,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,May,Natural,Natural,,100,0.6,B,38.55027778,-78.66555556,USFS,VA,Shenandoah County
20978,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,June,Natural,Natural,,1800,383,E,37.81388889,-79.85166667,USFS,VA,Alleghany County
21242,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Human,Equipment and vehicle use,,1530,1.1,B,37.81972222,-79.83861111,USFS,VA,Alleghany County
21541,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,August,Human,Arson/incendiarism,,1800,1,B,36.76277778,-82.87666667,USFS,VA,Lee County
22021,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,September,Natural,Natural,,1700,0.2,A,38.81972222,-78.96638889,USFS,VA,Rockingham County
22839,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,October,Human,Equipment and vehicle use,,1715,0.1,A,38.52277778,-79.15666667,USFS,VA,Rockingham County
22985,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Natural,Natural,,1200,7.8,B,37.03805556,-81.0425,STATE OR PRIVATE,VA,Wythe County
23782,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Recreation and ceremony,,1930,0.01,A,37.78138889,-79.66194444,USFS,VA,Alleghany County
24344,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,January,Human,Arson/incendiarism,,1645,4.3,B,37.08333333,-81.18666667,USFS,VA,Bland County
25075,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Natural,Natural,,1200,402,E,37.56722222,-79.475,USFS,VA,Rockbridge County
25294,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,March,Natural,Natural,,1200,5,B,36.83111111,-81.06,USFS,VA,Wythe County
25520,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,April,Human,Recreation and ceremony,,1800,132,D,37.16694444,-82.58305556,USFS,VA,Wise County
25671,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,May,Human,Missing data/not specified/undetermined,,1630,1050,F,37.53416667,-80.50944444,USFS,VA,Craig County
25714,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,June,Human,Recreation and ceremony,,1700,5.6,B,38.67305556,-78.59361111,USFS,VA,Page County
25727,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Human,Arson/incendiarism,,2330,6.5,B,38.46305556,-78.68388889,USFS,VA,Rockingham County
25965,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,August,Human,Arson/incendiarism,,1800,6,B,37.14916667,-82.62527778,USFS,VA,Wise County
26032,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,September,Human,Missing data/not specified/undetermined,,1730,6.3,B,37.25,-80.47138889,USFS,VA,Montgomery County
26033,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,October,Human,Recreation and ceremony,,1400,0.02,A,39.06333333,-78.51222222,USFS,VA,Shenandoah County
26034,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Natural,Natural,,1800,1,B,37.43222222,-80.11777778,USFS,VA,Craig County
26130,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Power generation/transmission/distribution,,1630,4.7,B,37.33333333,-80.32055556,USFS,VA,Montgomery County
26138,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Recreation and ceremony,,30,0.02,A,37.73055556,-79.31055556,USFS,VA,Rockbridge County
26187,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Arson/incendiarism,,,1,B,36.89388889,-82.62833333,USFS,VA,Wise County
26232,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Natural,Natural,,1700,7,B,38.81666667,-78.41666667,USFS,VA,Shenandoah County
26416,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Recreation and ceremony,,1800,1,B,38.87194444,-78.4475,USFS,VA,Shenandoah County
26622,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Missing data/not specified/undetermined,,1600,124,D,38.87666667,-78.35638889,USFS,VA,Shenandoah County
26668,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Missing data/not specified/undetermined,,1800,681,E,37.66666667,-79.66694444,USFS,VA,Botetourt County
26727,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Missing data/not specified/undetermined,,1730,1,B,37.85916667,-79.63111111,USFS,VA,Alleghany County
26740,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Power generation/transmission/distribution,,2100,4.5,B,38.26916667,-79.2125,USFS,VA,Augusta County
26741,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Power generation/transmission/distribution,,1745,0.3,B,38.36527778,-79.16,USFS,VA,Augusta County
26901,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Railroad operations and maintenance,,1800,95,C,36.76833333,-82.82444444,USFS,VA,Lee County
26989,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Arson/incendiarism,,2359,0.5,B,36.91694444,-82.44222222,USFS,VA,Wise County
26990,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Missing data/not specified/undetermined,,2359,14,C,37.26027778,-82.33555556,MISSING/NOT SPECIFIED,VA,Dickenson County
27263,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Recreation and ceremony,,1645,0.1,A,37.93166667,-79.97194444,USFS,VA,Alleghany County
27330,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Power generation/transmission/distribution,,1800,2,B,37.02555556,-80.82361111,USFS,VA,Pulaski County
27456,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Recreation and ceremony,,1930,2.5,B,37.43277778,-79.78611111,USFS,VA,Botetourt County
27457,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,November,Human,Arson/incendiarism,,1500,1,B,37.97861111,-79.04055556,USFS,VA,Augusta County
27460,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Missing data/not specified/undetermined,,1930,4505,F,37.93305556,-78.1675,USFS,VA,Augusta County
31162,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Natural,Natural,,1200,408,E,37.81222222,-79.9325,USFS,VA,Alleghany County
32748,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Arson/incendiarism,,1200,197,D,37.86222222,-79.81666667,USFS,VA,Alleghany County
33129,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Arson/incendiarism,,1800,30,C,36.80166667,-82.90611111,STATE OR PRIVATE,VA,Lee County
33540,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,December,Human,Missing data/not specified/undetermined,,2250,1,B,36.77666667,-81.03555556,USFS,VA,Carroll County
33551,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,June,Natural,Natural,,1800,2,B,36.77694444,-82.84166667,USFS,VA,Lee County
33555,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Human,Recreation and ceremony,,2359,0.5,B,36.79222222,-82.78972222,USFS,VA,Wise County
33617,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Human,Missing data/not specified/undetermined,,1545,2,B,37.97777778,-78.94694444,USFS,VA,Augusta County
33619,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Human,Equipment and vehicle use,,2200,2,B,37.75527778,-79.19444444,USFS,VA,Amherst County
33622,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Human,Recreation and ceremony,,2100,0.5,B,37.98055556,-79.07111111,USFS,VA,Augusta County
33632,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Human,Arson/incendiarism,,1700,5.4,B,37.59333333,-79.52138889,USFS,VA,Rockbridge County
33633,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Human,Arson/incendiarism,,1010,0.1,A,37.59361111,-79.52361111,USFS,VA,Rockbridge County
33681,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Human,Power generation/transmission/distribution,,1800,2738,F,37.4325,-80.11777778,USFS,VA,Craig County
33682,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Natural,Natural,,1600,300,E,38.94805556,-78.30166667,USFS,VA,Shenandoah County
33685,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Human,Equipment and vehicle use,,1200,1550,F,37.41083333,-79.76805556,USFS,VA,Bedford County
34114,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Human,Debris and open burning,,1900,8.2,B,37.72638889,-79.85666667,MISSING/NOT SPECIFIED,VA,Botetourt County
34291,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Human,Arson/incendiarism,,230,0.5,B,37.86638889,-79.87166667,USFS,VA,Alleghany County
34622,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Human,Debris and open burning,,1800,294,D,37.88388889,-80.10055556,USFS,VA,Alleghany County
34752,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,February,Human,Arson/incendiarism,,1630,1.2,B,38.59166667,-78.94,USFS,VA,Rockingham County
34759,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Natural,Natural,,2100,0.3,B,38.36861111,-79.14694444,USFS,VA,Augusta County
34762,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Human,Arson/incendiarism,,1900,7.3,B,38.45416667,-79.16916667,USFS,VA,Rockingham County
34763,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Natural,Natural,,1900,4,B,37.47666667,-80.02611111,USFS,VA,Botetourt County
34765,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Human,Missing data/not specified/undetermined,,1900,16,C,37.38833333,-80.27472222,USFS,VA,Craig County
34766,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Human,Recreation and ceremony,,900,1,B,38.8725,-78.44888889,USFS,VA,Shenandoah County
34768,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Natural,Natural,,1200,0.1,A,38.92527778,-78.38916667,USFS,VA,Shenandoah County
34771,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Human,Missing data/not specified/undetermined,,1630,0.1,A,38.12027778,-79.34416667,USFS,VA,Augusta County
34772,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Human,Missing data/not specified/undetermined,,1600,117,D,37.98,-79.74333333,USFS,VA,Bath County
34774,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Human,Missing data/not specified/undetermined,,2100,0.75,B,38.76138889,-78.9175,USFS,VA,Russell County
34776,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Human,Missing data/not specified/undetermined,,,105,D,38.11916667,-79.34555556,USFS,VA,Augusta County
34777,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Natural,Natural,,1900,820,E,37.48777778,-79.98722222,USFS,VA,Botetourt County
34779,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Human,Missing data/not specified/undetermined,,1600,72,C,38.80055556,-78.50388889,USFS,VA,Shenandoah County
34786,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Human,Equipment and vehicle use,,1700,0.1,A,38.90527778,-78.31888889,USFS,VA,Warren County
34790,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Natural,Natural,,1800,98,C,37.60833333,-80.04166667,USFS,VA,Botetourt County
34791,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Natural,Natural,,1700,595,E,37.99861111,-79.65111111,USFS,VA,Botetourt County
35152,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Human,Railroad operations and maintenance,,1600,22,C,37.75694444,-80.19694444,USFS,VA,Alleghany County
35535,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Natural,Natural,,2000,1,B,37.78361111,-79.26166667,USFS,VA,Rockbridge County
35536,FED,FS-FIRESTAT,George Washington & Jefferson National Forests,George Washington-Jefferson,2018,July,Natural,Natural,,1300,0.01,A,37.53416667,-79.59444444,USFS,VA,Botetourt County
